ID,Trial,EventN,EventType,StimName,StartTime,EndTime,Duration,RT
1003,1,1,product,fountain pen.png,33.763118899893016,37.76914329989813,4.006024400005117,
1003,1,2,fixation,fixation.png,37.78107609995641,38.58605509996414,0.8049790000077337,
1003,1,3,info,fountain pen_04.png,38.61272850004025,45.6152441999875,7.002515699947253,
1003,1,4,fixation,fixation.png,45.63080949988216,46.16149779991247,0.530688300030306,
1003,1,5,question,credibility_PEER,52.43856730009429,54.73250499996357,,2.2938417999539524
1003,1,6,fixation,fixation.png,54.74522710009478,56.052818099968135,1.307590999873355,
1003,1,7,question,credibility_CON,64.06588210002519,64.51401140005328,,0.44801030005328357
1003,1,8,fixation,fixation.png,64.52613279991783,65.70103739993647,1.1749046000186354,
1003,1,9,question,credibility_EX,71.54622910008766,72.6894177000504,,1.1430855998769403
1003,1,10,fixation,fixation.png,72.70008239988238,73.24803070002235,0.5479483001399785,
1003,1,11,question,preference,76.23614510009065,77.13557150005363,,0.8993350998498499
1003,1,12,fixation,fixation.png,77.14665429992601,78.07383230002597,0.927178000099957,
1003,1,13,question,credibility_general,80.86013879999518,81.59630819992162,,0.7360541000962257
1003,1,14,fixation,fixation.png,81.60672049992718,82.4332296999637,0.8265092000365257,
1003,2,15,product,mouse pad.png,82.4775163999293,86.48710140003823,4.0095850001089275,
1003,2,16,fixation,fixation.png,86.5010661999695,87.96467499993742,1.4636087999679148,
1003,2,17,info,mouse pad_01.png,87.9951877000276,94.99859789991751,7.003410199889913,
1003,2,18,fixation,fixation.png,95.01154430001043,96.04052560008131,1.0289813000708818,
1003,2,19,question,credibility_CON,100.29509719996713,101.39890610007569,,1.1036904000211507
1003,2,20,fixation,fixation.png,101.40911119990051,102.41632339986973,1.0072121999692172,
1003,2,21,question,credibility_PEER,106.02993929991499,107.33840429992415,,1.308349700178951
1003,2,22,fixation,fixation.png,107.34784789988771,108.83413570001721,1.486287800129503,
1003,2,23,question,credibility_general,113.67927319998853,115.15548369986936,,1.476051599951461
1003,2,24,fixation,fixation.png,115.16466920007952,116.26366010005586,1.098990899976343,
1003,2,25,question,credibility_EX,119.11052819993347,120.24172300007194,,1.1311099000740796
1003,2,26,fixation,fixation.png,120.2506943999324,121.10399640002288,0.8533020000904799,
1003,2,27,question,preference,123.7281851998996,124.2370571999345,,0.50865270011127
1003,2,28,fixation,fixation.png,124.24572060001083,125.34750770009123,1.1017871000804007,
1003,3,29,product,cake.png,125.4044745999854,129.4134905000683,4.009015900082886,
1003,3,30,fixation,fixation.png,129.42796740005724,130.82280860003084,1.3948411999735981,
1003,3,31,info,cake_03.png,130.88865470001474,137.8976014999207,7.008946799905971,
1003,3,32,fixation,fixation.png,137.91377289989032,138.55768239987083,0.6439094999805093,
1003,3,33,question,credibility_general,142.44449690007605,143.48002250003628,,1.0354215998668224
1003,3,34,fixation,fixation.png,143.49031700007617,144.67882760008797,1.1885106000117958,
1003,3,35,question,credibility_EX,147.92758419993334,150.9760294998996,,3.0483423999976367
1003,3,36,fixation,fixation.png,150.98714810004458,151.64957759995013,0.6624294999055564,
1003,3,37,question,credibility_CON,154.24758600001223,155.14496920001693,,0.8972686000633985
1003,3,38,fixation,fixation.png,155.15580489998683,156.0012151999399,0.8454102999530733,
1003,3,39,question,preference,161.03808850003406,163.2228687000461,,2.1846602999139577
1003,3,40,fixation,fixation.png,163.2328858000692,164.14238499989733,0.909499199828133,
1003,3,41,question,credibility_PEER,170.29284680006094,172.10506560001522,,1.812121900031343
1003,3,42,fixation,fixation.png,172.11704279994592,173.06177780008875,0.9447350001428276,
1003,4,43,product,oil pastels.png,173.0834109999705,177.09533359995112,4.011922599980608,
